S.No.,District,Assembly constituency,Mandal,Gram Panchayat,No of Wards,Male,Female,Others,Total Voters,AC No.,GP reserved for
10832,Suryapet,Kodad,Kodad,Ramalaxmipuram,8,477,514,0,991,90,UR (W)
10833,Suryapet,Kodad,Kodad,Redla Kunta,10,927,1026,0,1953,90,SC (M/W)
10834,Suryapet,Kodad,Kodad,Thogarrai,12,1275,1363,0,2638,90,BC (W)
10835,Suryapet,Kodad,Kodad,Yerraram,8,615,646,0,1261,90,BC (W)
10836,Suryapet,Kodad,Mothey,Annarigudem,10,648,620,0,1268,90,SC (W)
10837,Suryapet,Kodad,Mothey,Appannagudem,10,263,289,0,552,90,SC (M/W)
10838,Suryapet,Kodad,Mothey,Ballu Thanda,8,283,269,0,552,90,ST (M/W)
10839,Suryapet,Kodad,Mothey,Bheekya Thanda,8,308,338,0,646,90,ST (M/W)
10840,Suryapet,Kodad,Mothey,Bodabandla Gudem,6,187,189,0,376,90,UR (W)
10841,Suryapet,Kodad,Mothey,Burkacherla,10,922,928,0,1850,90,ST (W)
10842,Suryapet,Kodad,Mothey,Gol Thanda,8,500,483,0,983,90,ST (W)
10843,Suryapet,Kodad,Mothey,Gopa Thanda,8,602,570,0,1172,90,UR (M/W)
10844,Suryapet,Kodad,Mothey,Hussainabad,10,999,981,0,1980,90,BC (M/W)
10845,Suryapet,Kodad,Mothey,Karakkayala Gudem,8,434,416,2,852,90,SC (W)
10846,Suryapet,Kodad,Mothey,Kotha Gudem,8,278,307,0,585,90,UR (M/W)
10847,Suryapet,Kodad,Mothey,Kudali,8,569,610,0,1179,90,ST (M/W)
10848,Suryapet,Kodad,Mothey,Lal Thanda,8,493,526,0,1019,90,UR (M/W)
10849,Suryapet,Kodad,Mothey,Mamillagudem,10,626,703,0,1329,90,UR (W)
10850,Suryapet,Kodad,Mothey,Mothey,10,1099,1127,0,2226,90,SC (W)
10851,Suryapet,Kodad,Mothey,Namavaram,10,1232,1271,0,2503,90,SC (M/W)
10852,Suryapet,Kodad,Mothey,Narsimhapuram,8,623,591,0,1214,90,ST (W)
10853,Suryapet,Kodad,Mothey,Nereduvai,8,272,272,0,544,90,UR (M/W)
10854,Suryapet,Kodad,Mothey,Raghavapuram,10,741,741,0,1482,90,UR (W)
10855,Suryapet,Kodad,Mothey,Raghavapuram X Road,8,316,321,1,638,90,UR (M/W)
10856,Suryapet,Kodad,Mothey,Rampuram Thanda,10,701,720,2,1423,90,UR (W)
10857,Suryapet,Kodad,Mothey,Ravikunta Thanda,8,479,470,0,949,90,UR (M/W)
10858,Suryapet,Kodad,Mothey,Ravipahad,10,1245,1296,0,2541,90,BC (M/W)
10859,Suryapet,Kodad,Mothey,Sarvaram,10,686,720,0,1406,90,ST (M/W)
10860,Suryapet,Kodad,Mothey,Sirikonda,12,1732,1741,0,3473,90,SC (M/W)
10861,Suryapet,Kodad,Mothey,Thummagudem,10,483,484,0,967,90,BC (W)
10862,Suryapet,Kodad,Mothey,Thummalapally,8,571,606,0,1177,90,UR (M/W)
10863,Suryapet,Kodad,Mothey,Urlugonda,10,700,710,0,1410,90,UR (M/W)
10864,Suryapet,Kodad,Mothey,Vibhalapuram,10,739,788,0,1527,90,UR (W)
10865,Suryapet,Kodad,Munagala,Akupamula,10,864,887,0,1751,90,UR (W)
10866,Suryapet,Kodad,Munagala,Bharakhathgudem,12,1412,1496,0,2908,90,UR (M/W)
10867,Suryapet,Kodad,Munagala,Edulavaagu Tanda,8,231,218,0,449,90,UR (W)
10868,Suryapet,Kodad,Munagala,Ganapavaram,10,654,645,0,1299,90,UR (M/W)
10869,Suryapet,Kodad,Munagala,Jaganadhapuram,10,570,560,0,1130,90,BC (W)
10870,Suryapet,Kodad,Munagala,Kalakova,10,1054,1058,0,2112,90,UR (M/W)
10871,Suryapet,Kodad,Munagala,Kodandarampuram,8,437,445,0,882,90,UR (W)
10872,Suryapet,Kodad,Munagala,Kokkireni,8,414,444,0,858,90,BC (M/W)
10873,Suryapet,Kodad,Munagala,Krishnanagar,8,394,427,0,821,90,UR (W)
10874,Suryapet,Kodad,Munagala,Madavaram,10,783,905,0,1688,90,UR (M/W)
10875,Suryapet,Kodad,Munagala,Mukundapuram,10,1093,1141,0,2234,90,SC (W)
10876,Suryapet,Kodad,Munagala,Munagala,14,2581,2757,0,5338,90,UR (W)
10877,Suryapet,Kodad,Munagala,Narayanagudem,10,790,841,0,1631,90,SC (M/W)
10878,Suryapet,Kodad,Munagala,Narsimhapuram,8,502,536,0,1038,90,UR (M/W)
10879,Suryapet,Kodad,Munagala,Narsimhulagudem,12,1191,1272,0,2463,90,BC (M/W)
10880,Suryapet,Kodad,Munagala,Nelamarri,10,1003,1057,0,2060,90,SC (M/W)
10881,Suryapet,Kodad,Munagala,Repala,10,817,919,0,1736,90,BC (M/W)
10882,Suryapet,Kodad,Munagala,Seetanagaram,8,350,395,0,745,90,ST (M/W)
10883,Suryapet,Kodad,Munagala,Taduvai,10,966,946,0,1912,90,BC (W)
10884,Suryapet,Kodad,Munagala,Timmareddygudem,8,499,565,0,1064,90,SC (M/W)
10885,Suryapet,Kodad,Munagala,Venkatrampuram,8,413,452,0,865,90,SC (M/W)
10886,Suryapet,Kodad,Munagala,Vijayaraghavapuram,8,677,733,0,1410,90,UR (M/W)
10887,Suryapet,Kodad,Nadigudem,Brundavanapuram,10,755,746,0,1501,90,SC (W)
10888,Suryapet,Kodad,Nadigudem,Chakirala,8,338,371,0,709,90,UR (W)
10889,Suryapet,Kodad,Nadigudem,Chennakeshavapuram,8,524,536,0,1060,90,UR (M/W)
10890,Suryapet,Kodad,Nadigudem,Ekalaskhanpet,8,285,296,0,581,90,BC (M/W)
10891,Suryapet,Kodad,Nadigudem,EklasKhanpet Thanda,6,170,169,0,339,90,UR (W)
10892,Suryapet,Kodad,Nadigudem,Kagitharamachandra Puram,10,916,948,0,1864,90,BC (W)
10893,Suryapet,Kodad,Nadigudem,Karvirala,10,703,733,0,1436,90,BC (M/W)
10894,Suryapet,Kodad,Nadigudem,Nadigudem,12,1599,1734,1,3334,90,SC (M/W)
10895,Suryapet,Kodad,Nadigudem,Narayanapuram,8,510,557,0,1067,90,UR (W)
10896,Suryapet,Kodad,Nadigudem,Ramapuram,10,934,949,0,1883,90,UR (M/W)
10897,Suryapet,Kodad,Nadigudem,Ratnavaram,10,851,848,0,1699,90,SC (M/W)
10898,Suryapet,Kodad,Nadigudem,Siripuram,12,1432,1408,0,2840,90,UR (M/W)
10899,Suryapet,Kodad,Nadigudem,Srirangapuram,8,491,505,0,996,90,UR (W)
10900,Suryapet,Kodad,Nadigudem,Tellaballi,8,608,643,0,1251,90,SC (W)
10901,Suryapet,Kodad,Nadigudem,Vallapuram,12,1361,1417,0,2778,90,BC (W)
10902,Suryapet,Kodad,Nadigudem,Venugopalapuram,8,612,621,0,1233,90,UR (M/W)
10903,Suryapet,Suryapet,Atmakur_S,Aipoor,12,1575,1598,0,3173,91,SC (M/W)
10904,Suryapet,Suryapet,Atmakur_S,Aipoor Thanda,8,263,243,0,506,91,ST (M/W)
10905,Suryapet,Suryapet,Atmakur_S,Athmakur(S),12,2040,2105,0,4145,91,SC (M/W)
10906,Suryapet,Suryapet,Atmakur_S,Bopparam,10,620,636,0,1256,91,UR (W)
10907,Suryapet,Suryapet,Atmakur_S,Boring Thanda,8,253,235,0,488,91,UR (M/W)
10908,Suryapet,Suryapet,Atmakur_S,Botya Thanda,8,458,443,0,901,91,ST (W)
10909,Suryapet,Suryapet,Atmakur_S,Dacharam,8,359,359,0,718,91,BC (W)
10910,Suryapet,Suryapet,Atmakur_S,Dubbathanda,6,206,197,0,403,91,ST (W)
10911,Suryapet,Suryapet,Atmakur_S,Enubamula,10,694,700,0,1394,91,UR (W)
10912,Suryapet,Suryapet,Atmakur_S,Gattikal,10,795,800,0,1595,91,BC (M/W)
10913,Suryapet,Suryapet,Atmakur_S,Hasla Thanda,8,357,368,1,726,91,ST (M/W)
10914,Suryapet,Suryapet,Atmakur_S,Isthalapuram,8,678,697,0,1375,91,SC (W)
10915,Suryapet,Suryapet,Atmakur_S,Kandagatla,12,1692,1739,0,3431,91,BC (W)
10916,Suryapet,Suryapet,Atmakur_S,Kashigudem Substation,6,273,257,0,530,91,BC (W)
10917,Suryapet,Suryapet,Atmakur_S,Kotapahad,12,1291,1324,0,2615,91,UR (W)
10918,Suryapet,Suryapet,Atmakur_S,Kotha Thanda,8,271,267,0,538,91,ST (W)
10919,Suryapet,Suryapet,Atmakur_S,Kotinayak Thanda,8,412,412,0,824,91,ST (W)
10920,Suryapet,Suryapet,Atmakur_S,Makthakothagudem,8,573,565,0,1138,91,UR (M/W)
10921,Suryapet,Suryapet,Atmakur_S,Mangali Thanda,8,251,270,0,521,91,UR (W)
10922,Suryapet,Suryapet,Atmakur_S,Midthanapally,8,472,470,0,942,91,UR (M/W)
10923,Suryapet,Suryapet,Atmakur_S,Mukkdudevpally,10,760,756,0,1516,91,BC (M/W)
10924,Suryapet,Suryapet,Atmakur_S,Naseempet,8,429,459,0,888,91,UR (W)
10925,Suryapet,Suryapet,Atmakur_S,Nemmikal,12,1547,1652,0,3199,91,UR (W)
10926,Suryapet,Suryapet,Atmakur_S,Patha Suryapet,10,937,980,0,1917,91,UR (M/W)
10927,Suryapet,Suryapet,Atmakur_S,Patharlapahad,10,1366,1365,0,2731,91,SC (W)
10928,Suryapet,Suryapet,Atmakur_S,Pipanayak Thanda,8,251,251,0,502,91,ST (M/W)
10929,Suryapet,Suryapet,Atmakur_S,Rammannagudem,10,757,803,0,1560,91,SC (M/W)
10930,Suryapet,Suryapet,Atmakur_S,Ramoji Thanda,8,251,263,0,514,91,ST (M/W)
10931,Suryapet,Suryapet,Atmakur_S,Settigudem,8,345,371,0,716,91,UR (M/W)
10932,Suryapet,Suryapet,Atmakur_S,Thummala Penapahad,12,1624,1667,0,3291,91,UR (M/W)
10933,Suryapet,Suryapet,Chivvemla,Ailapuram,8,633,689,0,1322,91,UR (W)
10934,Suryapet,Suryapet,Chivvemla,Akkaldevigudem,8,292,308,0,600,91,BC (M/W)
10935,Suryapet,Suryapet,Chivvemla,Badya Thanda,8,269,282,0,551,91,ST (M/W)
10936,Suryapet,Suryapet,Chivvemla,Bheemla Thanda,6,171,162,0,333,91,ST (M/W)
10937,Suryapet,Suryapet,Chivvemla,Chandupatla (B),12,1230,1299,0,2529,91,UR (W)
10938,Suryapet,Suryapet,Chivvemla,Chivemla,12,978,1082,0,2060,91,SC (W)
10939,Suryapet,Suryapet,Chivvemla,Gayamvarigudem,8,403,452,0,855,91,ST (W)
10940,Suryapet,Suryapet,Chivvemla,Gumpula,8,481,472,1,954,91,UR (W)
10941,Suryapet,Suryapet,Chivvemla,Gunjaluru,8,669,709,0,1378,91,SC (M/W)
10942,Suryapet,Suryapet,Chivvemla,Gurram Thanda,6,207,221,0,428,91,ST (M/W)
10943,Suryapet,Suryapet,Chivvemla,Jagana Thanda,8,302,278,0,580,91,UR (M/W)
10944,Suryapet,Suryapet,Chivvemla,Jayaramgudi Thanda,8,354,341,0,695,91,UR (M/W)
10945,Suryapet,Suryapet,Chivvemla,Lakshminayak Thanda,8,466,492,0,958,91,ST (M/W)
10946,Suryapet,Suryapet,Chivvemla,M.G.Nagar Thanda,6,209,251,0,460,91,ST (W)
10947,Suryapet,Suryapet,Chivvemla,Modinpuram,8,480,515,0,995,91,SC (W)
10948,Suryapet,Suryapet,Chivvemla,Moggayagudem,8,213,222,0,435,91,ST (M/W)
10949,Suryapet,Suryapet,Chivvemla,Munyanayak Thanda,10,856,849,0,1705,91,ST (W)
10950,Suryapet,Suryapet,Chivvemla,Pachyanayak Thanda,8,321,306,0,627,91,ST (W)
10951,Suryapet,Suryapet,Chivvemla,Pandyanayak Thanda,8,496,494,0,990,91,UR (W)
10952,Suryapet,Suryapet,Chivvemla,Pillalajaggu Thanda,8,263,272,0,535,91,ST (M/W)
10953,Suryapet,Suryapet,Chivvemla,Puli Thanda (Gudi Thanda),8,314,314,0,628,91,ST (W)
10954,Suryapet,Suryapet,Chivvemla,Raju Thanda,8,311,312,0,623,91,ST (W)
10955,Suryapet,Suryapet,Chivvemla,Rollabanda Thanda,6,183,201,0,384,91,ST (M/W)
10956,Suryapet,Suryapet,Chivvemla,Sevalal Thanda,8,279,267,0,546,91,ST (W)
10957,Suryapet,Suryapet,Chivvemla,Suryanayak Thanda,6,196,191,0,387,91,ST (W)
10958,Suryapet,Suryapet,Chivvemla,Thimmapuram,8,482,501,0,983,91,UR (M/W)
10959,Suryapet,Suryapet,Chivvemla,Thirumalagiri(G),8,665,677,0,1342,91,SC (M/W)
10960,Suryapet,Suryapet,Chivvemla,Thuljaraopeta,8,462,488,0,950,91,ST (W)
10961,Suryapet,Suryapet,Chivvemla,Undrugonda,8,442,463,0,905,91,UR (M/W)
10962,Suryapet,Suryapet,Chivvemla,Vallabhapuram,8,432,461,0,893,91,ST (M/W)
10963,Suryapet,Suryapet,Chivvemla,Valya Thanda,8,300,320,0,620,91,UR (M/W)
10964,Suryapet,Suryapet,Chivvemla,Vattikhammampahad,10,969,991,0,1960,91,UR (M/W)
10965,Suryapet,Suryapet,Penpahad,Anajipuram,10,896,886,0,1782,91,SC (M/W)
10966,Suryapet,Suryapet,Penpahad,Anantharam,12,1274,1348,0,2622,91,SC (W)
10967,Suryapet,Suryapet,Penpahad,Annaram Bridge,8,342,346,0,688,91,UR (M/W)
10968,Suryapet,Suryapet,Penpahad,Bhakthalapuram,8,548,557,0,1105,91,BC (W)
10969,Suryapet,Suryapet,Penpahad,Cheedella,12,1288,1355,0,2643,91,UR (W)
10970,Suryapet,Suryapet,Penpahad,Chetla Mukundapuram,8,531,525,0,1056,91,BC (M/W)
10971,Suryapet,Suryapet,Penpahad,Chinagarakunta Thanda,8,244,258,0,502,91,UR (W)
10972,Suryapet,Suryapet,Penpahad,Chinaseetaram Thanda,8,306,300,0,606,91,ST (M/W)
10973,Suryapet,Suryapet,Penpahad,Dharmapuram,8,508,556,0,1064,91,UR (W)
10974,Suryapet,Suryapet,Penpahad,Dosapahad,10,815,864,0,1679,91,SC (W)
10975,Suryapet,Suryapet,Penpahad,Dubba Thanda,6,172,211,0,383,91,ST (M/W)
10976,Suryapet,Suryapet,Penpahad,Dupahad,8,621,658,0,1279,91,SC (W)
10977,Suryapet,Suryapet,Penpahad,Gajula Malkapuram,10,782,842,0,1624,91,UR (M/W)
10978,Suryapet,Suryapet,Penpahad,Gudepukunta Thanda,8,230,235,0,465,91,ST (M/W)
10979,Suryapet,Suryapet,Penpahad,Jalamal Kunta Thanda,8,236,228,0,464,91,ST (M/W)
10980,Suryapet,Suryapet,Penpahad,Lingala,10,867,914,0,1781,91,UR (W)
10981,Suryapet,Suryapet,Penpahad,Macharam,10,724,763,0,1487,91,SC (M/W)
10982,Suryapet,Suryapet,Penpahad,Megya Thanda,8,405,399,0,804,91,ST (M/W)
10983,Suryapet,Suryapet,Penpahad,Mohammadapuram,8,552,559,0,1111,91,UR (W)
10984,Suryapet,Suryapet,Penpahad,Morsakunta Thanda,8,318,305,0,623,91,ST (W)
10985,Suryapet,Suryapet,Penpahad,N Annaram,10,812,860,0,1672,91,UR (M/W)
10986,Suryapet,Suryapet,Penpahad,Nagulapahad,8,303,309,0,612,91,UR (M/W)
10987,Suryapet,Suryapet,Penpahad,Narayanagudem,8,469,494,0,963,91,UR (W)
10988,Suryapet,Suryapet,Penpahad,New Banjara Hills Thanda,8,275,291,0,566,91,ST (W)
10989,Suryapet,Suryapet,Penpahad,Penpahad,10,985,1078,0,2063,91,SC (M/W)
10990,Suryapet,Suryapet,Penpahad,Potlapahad,10,711,794,0,1505,91,BC (M/W)
10991,Suryapet,Suryapet,Penpahad,Rangaiah Gudem,8,270,274,0,544,91,UR (M/W)
10992,Suryapet,Suryapet,Penpahad,Singireddipalem,10,725,814,0,1539,91,SC (M/W)
10993,Suryapet,Suryapet,Penpahad,Thangellagudem,8,423,422,0,845,91,UR (M/W)
10994,Suryapet,Suryapet,Suryapet,Aregudem,8,302,305,0,607,91,SC (M/W)
10995,Suryapet,Suryapet,Suryapet,Balemla,12,1471,1550,0,3021,91,SC (W)
10996,Suryapet,Suryapet,Suryapet,Das Thanda,8,272,273,0,545,91,ST (M/W)
10997,Suryapet,Suryapet,Suryapet,Dubba Thanda,6,192,172,0,364,91,ST (W)
10998,Suryapet,Suryapet,Suryapet,Hanuma Naik Thanda,8,301,296,0,597,91,ST (M/W)
10999,Suryapet,Suryapet,Suryapet,Imampet,10,1030,1014,0,2044,91,UR (W)
11000,Suryapet,Suryapet,Suryapet,Jatoth Thanda,8,269,257,0,526,91,ST (M/W)
11001,Suryapet,Suryapet,Suryapet,Kasarabad,10,1200,1206,0,2406,91,UR (M/W)
11002,Suryapet,Suryapet,Suryapet,Kesaram,10,741,738,0,1479,91,UR (W)
11003,Suryapet,Suryapet,Suryapet,Konkathimmani Annaram,8,395,420,0,815,91,BC (M/W)
11004,Suryapet,Suryapet,Suryapet,Laxmi Thanda,8,278,294,0,572,91,ST (M/W)
11005,Suryapet,Suryapet,Suryapet,Pinnai Palem,8,513,538,0,1051,91,SC (W)
11006,Suryapet,Suryapet,Suryapet,Rajnaik Thanda,8,400,425,1,826,91,UR (W)
11007,Suryapet,Suryapet,Suryapet,Ramachandra Puram,8,375,395,0,770,91,UR (W)
11008,Suryapet,Suryapet,Suryapet,Ramanna Gudem,8,224,208,0,432,91,UR (W)
11009,Suryapet,Suryapet,Suryapet,Ramaram,10,823,866,0,1689,91,SC (M/W)
11010,Suryapet,Suryapet,Suryapet,Ramla Thanda,8,229,216,0,445,91,ST (M/W)
11011,Suryapet,Suryapet,Suryapet,Rathnapuram,8,547,548,0,1095,91,BC (W)
11012,Suryapet,Suryapet,Suryapet,Rupla Thanda,6,158,158,0,316,91,ST (W)
11013,Suryapet,Suryapet,Suryapet,Sapavath Thanda,8,340,299,0,639,91,ST (W)
11014,Suryapet,Suryapet,Suryapet,Solipet,8,515,548,0,1063,91,UR (M/W)
11015,Suryapet,Suryapet,Suryapet,Tekumatla,12,1535,1591,0,3126,91,UR (M/W)
11016,Suryapet,Suryapet,Suryapet,Thallakhammam Pahad,10,1124,1111,0,2235,91,BC (M/W)
11017,Suryapet,Suryapet,Suryapet,Yendlapally,12,1373,1427,0,2800,91,SC (M/W)
11018,Suryapet,Suryapet,Suryapet,Yerkaram,10,1045,1112,0,2157,91,UR (M/W)
11019,Suryapet,Thungathurthi,Jajireddigudem,Adivemla,10,667,723,0,1390,96,SC (M/W)
11020,Suryapet,Thungathurthi,Jajireddigudem,Arvapally,10,1167,1185,0,2352,96,UR (M/W)
11021,Suryapet,Thungathurthi,Jajireddigudem,Bollampally,8,371,375,0,746,96,BC (M/W)
11022,Suryapet,Thungathurthi,Jajireddigudem,Jajireddygudem,12,1836,1906,0,3742,96,UR (M/W)
11023,Suryapet,Thungathurthi,Jajireddigudem,Kasarlapahad,10,845,875,0,1720,96,UR (W)
11024,Suryapet,Thungathurthi,Jajireddigudem,Kodur,10,729,728,0,1457,96,BC (W)
11025,Suryapet,Thungathurthi,Jajireddigudem,Komatipally,6,197,196,0,393,96,UR (M/W)
11026,Suryapet,Thungathurthi,Jajireddigudem,Kommala,10,1008,1035,0,2043,96,UR (M/W)
11027,Suryapet,Thungathurthi,Jajireddigudem,Kunchamarthy,8,537,551,0,1088,96,SC (M/W)
11028,Suryapet,Thungathurthi,Jajireddigudem,Loyapally,8,400,405,0,805,96,UR (M/W)
11029,Suryapet,Thungathurthi,Jajireddigudem,Nanyathanda,6,217,224,0,441,96,ST (W)
11030,Suryapet,Thungathurthi,Jajireddigudem,Parsaipally,10,776,792,0,1568,96,ST (M/W)
11031,Suryapet,Thungathurthi,Jajireddigudem,Ramannagudem,10,1018,1083,0,2101,96,BC (M/W)
11032,Suryapet,Thungathurthi,Jajireddigudem,Suryanayak Thanda,8,388,368,0,756,96,ST (M/W)
11033,Suryapet,Thungathurthi,Jajireddigudem,Thimmapuram,10,1384,1392,0,2776,96,SC (W)
11034,Suryapet,Thungathurthi,Jajireddigudem,Uyyalawada,8,401,418,0,819,96,UR (W)
11035,Suryapet,Thungathurthi,Jajireddigudem,Velpucherla,8,216,202,0,418,96,UR (W)
11036,Suryapet,Thungathurthi,Maddirala,Chandupatla,10,807,799,0,1606,96,SC (M/W)
11037,Suryapet,Thungathurthi,Maddirala,Chinna Nemila,10,856,870,0,1726,96,UR (M/W)
11038,Suryapet,Thungathurthi,Maddirala,Choulla Thanda,6,222,209,0,431,96,ST (W)
11039,Suryapet,Thungathurthi,Maddirala,Ganjivarikothapally,8,574,586,0,1160,96,UR (M/W)
11040,Suryapet,Thungathurthi,Maddirala,Gorentla,12,1448,1425,0,2873,96,BC (M/W)
11041,Suryapet,Thungathurthi,Maddirala,Gummadivelly,10,1017,971,0,1988,96,UR (W)
11042,Suryapet,Thungathurthi,Maddirala,Guttakindi Thanda,8,141,134,0,275,96,ST (M/W)
11043,Suryapet,Thungathurthi,Maddirala,Kukkadam,10,1016,1016,0,2032,96,BC (W)
11044,Suryapet,Thungathurthi,Maddirala,Kuntapally,8,318,335,0,653,96,UR (M/W)
11045,Suryapet,Thungathurthi,Maddirala,Maddirala,12,1850,1911,0,3761,96,SC (M/W)
11046,Suryapet,Thungathurthi,Maddirala,Mamindlamadava,8,566,588,0,1154,96,UR (M/W)
11047,Suryapet,Thungathurthi,Maddirala,Mukudapuram,10,1057,1089,0,2146,96,SC (W)
11048,Suryapet,Thungathurthi,Maddirala,Polumalla,12,1584,1653,0,3237,96,BC (M/W)
11049,Suryapet,Thungathurthi,Maddirala,Ramachandrapuram,8,235,251,0,486,96,UR (W)
11050,Suryapet,Thungathurthi,Maddirala,Reddygudem,10,767,775,0,1542,96,UR (W)
11051,Suryapet,Thungathurthi,Maddirala,Turpu Thanda,6,111,126,0,237,96,ST (M/W)
11052,Suryapet,Thungathurthi,Nagaram,D. Kothapally,10,932,927,0,1859,96,SC (W)
11053,Suryapet,Thungathurthi,Nagaram,Etoor,12,1494,1519,0,3013,96,UR (M/W)
11054,Suryapet,Thungathurthi,Nagaram,Laxmapuram,8,318,297,0,615,96,ST (M/W)
11055,Suryapet,Thungathurthi,Nagaram,Machireddypally,8,546,544,0,1090,96,SC (M/W)
11056,Suryapet,Thungathurthi,Nagaram,Mamidipalli,10,665,678,0,1343,96,UR (M/W)
11057,Suryapet,Thungathurthi,Nagaram,Nagaram,10,1185,1262,1,2448,96,UR (M/W)
11058,Suryapet,Thungathurthi,Nagaram,Nagaram Banglow,8,448,433,0,881,96,BC (W)
11059,Suryapet,Thungathurthi,Nagaram,Narsimhlagudem,6,195,197,0,392,96,UR (W)
11060,Suryapet,Thungathurthi,Nagaram,Panigiri,12,1699,1788,1,3488,96,ST (W)
11061,Suryapet,Thungathurthi,Nagaram,Pasnoor,10,1177,1283,0,2460,96,UR (W)
11062,Suryapet,Thungathurthi,Nagaram,Pasthala,10,1204,1230,1,2435,96,UR (M/W)
11063,Suryapet,Thungathurthi,Nagaram,Perboinagudem,8,244,233,0,477,96,SC (M/W)
11064,Suryapet,Thungathurthi,Nagaram,Shnathinager,8,256,255,0,511,96,BC (W)
11065,Suryapet,Thungathurthi,Nagaram,Wardhamanukota,12,1864,1899,0,3763,96,BC (M/W)
11066,Suryapet,Thungathurthi,Noothankal,Alugunur,8,392,396,0,788,96,BC (M/W)
11067,Suryapet,Thungathurthi,Noothankal,Bakkahemla Thanda,8,424,429,0,853,96,ST (M/W)
11068,Suryapet,Thungathurthi,Noothankal,Bhikkumalla,8,556,577,0,1133,96,UR (W)
11069,Suryapet,Thungathurthi,Noothankal,Chilpakuntla,12,1447,1439,0,2886,96,SC (W)
11070,Suryapet,Thungathurthi,Noothankal,Dirsinapally,8,438,424,0,862,96,UR (M/W)
11071,Suryapet,Thungathurthi,Noothankal,Kotha Thanda,6,159,131,0,290,96,ST (M/W)
11072,Suryapet,Thungathurthi,Noothankal,Lingampally,10,977,963,0,1940,96,SC (M/W)
11073,Suryapet,Thungathurthi,Noothankal,Machanpalle,10,867,844,0,1711,96,ST (M/W)
11074,Suryapet,Thungathurthi,Noothankal,Miryala,12,1339,1370,0,2709,96,UR (M/W)
11075,Suryapet,Thungathurthi,Noothankal,Noothankal,14,2232,2336,0,4568,96,ST (M/W)
11076,Suryapet,Thungathurthi,Noothankal,Pedda Nemila,10,736,751,0,1487,96,UR (W)
11077,Suryapet,Thungathurthi,Noothankal,Somla Thanda,8,344,324,0,668,96,ST (W)
11078,Suryapet,Thungathurthi,Noothankal,Tallasingaram,12,1262,1256,0,2518,96,BC (W)
11079,Suryapet,Thungathurthi,Noothankal,Teekya Thanda,8,422,415,0,837,96,ST (W)
11080,Suryapet,Thungathurthi,Noothankal,Venkepalli,10,730,726,0,1456,96,UR (M/W)
11081,Suryapet,Thungathurthi,Noothankal,Yadavalli,10,882,894,0,1776,96,UR (W)
11082,Suryapet,Thungathurthi,Noothankal,Yerrapahad,12,1296,1288,0,2584,96,UR (M/W)
11083,Suryapet,Thungathurthi,Thirumalagiri,Bandlapally,8,435,449,0,884,96,BC (M/W)
11084,Suryapet,Thungathurthi,Thirumalagiri,Chinthalkunta Thnda,6,153,140,0,293,96,UR (M/W)
11085,Suryapet,Thungathurthi,Thirumalagiri,Gundepuri,8,579,568,0,1147,96,SC (M/W)
11086,Suryapet,Thungathurthi,Thirumalagiri,Jalalpuram,8,678,659,0,1337,96,UR (W)
11087,Suryapet,Thungathurthi,Thirumalagiri,Kannareddykunta Thanda,8,306,300,0,606,96,ST (M/W)
11088,Suryapet,Thungathurthi,Thirumalagiri,Kokyanayak Thanda,8,328,326,0,654,96,ST (M/W)
11089,Suryapet,Thungathurthi,Thirumalagiri,Kotyanayak Thanda,8,216,205,0,421,96,ST (M/W)
11090,Suryapet,Thungathurthi,Thirumalagiri,Mamidala,8,600,618,0,1218,96,UR (M/W)
11091,Suryapet,Thungathurthi,Thirumalagiri,Marrykunta Thanda,8,441,444,0,885,96,ST (W)
11092,Suryapet,Thungathurthi,Thirumalagiri,Mondichintha Thanda,6,180,165,0,345,96,ST (W)
11093,Suryapet,Thungathurthi,Thirumalagiri,Ragavapuram,8,269,268,0,537,96,ST (M/W)
11094,Suryapet,Thungathurthi,Thirumalagiri,Rajyanayak Thanda,8,308,310,0,618,96,ST (M/W)
11095,Suryapet,Thungathurthi,Thirumalagiri,Siddisamudram,6,217,211,0,428,96,ST (W)
11096,Suryapet,Thungathurthi,Thirumalagiri,Thatipamula,12,1510,1486,0,2996,96,UR (M/W)
11097,Suryapet,Thungathurthi,Thirumalagiri,Thonda,12,1647,1640,0,3287,96,SC (W)
11098,Suryapet,Thungathurthi,Thirumalagiri,Velishala,10,1058,1085,0,2143,96,UR (W)
11099,Suryapet,Thungathurthi,Thungathurthi,Annaram,12,1720,1741,0,3461,96,UR (M/W)
11100,Suryapet,Thungathurthi,Thungathurthi,Banda Ramaram,8,633,614,0,1247,96,BC (M/W)
11101,Suryapet,Thungathurthi,Thungathurthi,Bapanbai Thanda,6,161,128,0,289,96,ST (M/W)
11102,Suryapet,Thungathurthi,Thungathurthi,Devunigutta Thanda,8,321,322,0,643,96,ST (W)
11103,Suryapet,Thungathurthi,Thungathurthi,Ganugabanda,10,777,776,0,1553,96,SC (W)
11104,Suryapet,Thungathurthi,Thungathurthi,Gottiparthy,12,1632,1631,0,3263,96,BC (W)
11105,Suryapet,Thungathurthi,Thungathurthi,Gudi Thanda,8,284,285,0,569,96,ST (M/W)
11106,Suryapet,Thungathurthi,Thungathurthi,Karivirala,8,224,241,0,465,96,UR (W)
11107,Suryapet,Thungathurthi,Thungathurthi,Kashi Thanda,8,214,226,0,440,96,UR (W)
