S.No	RIO	State	District	Assembly Constituency	Mandal	Gram Panchayat
9798	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Belur - Kallapally
9799	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Bhusareddipally
9800	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Bodapally
9801	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Bodishetpally
9802	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Budhera
9803	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Cheelapally
9804	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Chinna Loni (Lonikurdu)
9805	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Chinnachelmeda
9806	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Garlapally
9807	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Gorreghat
9808	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Hydlapur
9809	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Ibrahimpur
9810	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Kamkole
9811	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Khammampally
9812	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Lingampally
9813	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Makthakyasaram
9814	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Mallareddypeta
9815	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Mallikarjunpally
9816	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Mansanpally
9817	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Melasangam
9818	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Moqdumpally
9819	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Munipally
9820	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Pedda Chelmeda
9821	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Pedda Gopalaram
9822	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Pedda Loni (Lonikalan)
9823	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Polkampally
9824	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Tatipally
9825	Medak	Telangana	Sangareddy	Andole (SC)	Munipalli	Thakkadapally
9826	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Audathpur
9827	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Enakpally
9828	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Erakpally
9829	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Gangaram Thanda
9830	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Gondegaon
9831	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Gopya Naik Thanda
9832	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Goudgaon Janwada
9833	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Gudur
9834	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Karasgutthi
9835	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Keshwar
9836	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Kharamungi
9837	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Kishan Naik Thanda
9838	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Konda Naik Thanda
9839	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Kuba Thanda
9840	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Mavinelli
9841	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Mega Thanda
9842	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Morgi
9843	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Mukthapur
9844	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Nagalagidda
9845	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Pusalpahad
9846	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Rathna Naik Thanda
9847	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Rekhya Naik Thanda
9848	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Sakru Naik Thanda
9849	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Shanthi Nagar Thanda
9850	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Shapur
9851	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Sheri Damargidda
9852	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Shikarkhana
9853	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Shyama Naik Thanda
9854	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Umla thanda
9855	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Utpally
9856	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Valloor
9857	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Yarraboguda
9858	Medak	Telangana	Sangareddy	Narayankhed	Nagalgidda	Yesgi
9859	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Abbenda	502286
9860	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Aklai Thanda
9861	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Allapur
9862	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Ananthasagar	502286
9863	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Anthwar
9864	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Bandranpally
9865	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Bhanapur
9866	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Challagiddi Thanda
9867	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Chapta-K
9868	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Dnt Thanda
9869	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Gangapur
9870	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Gopya Nayak Thanda
9871	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Gundu Thanda
9872	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Hangarga - B
9873	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Hangarga - K
9874	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Hanmanthraopet	502286
9875	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Hanuman Mandir Thanda
9876	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Hukrana - G
9877	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Jaganthpur
9878	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Jujalpur
9879	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Jukal
9880	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Kamjipur
9881	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Kishan Nayak Thanda
9882	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Kondapur
9883	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Linganaik Palli
9884	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Lingapur	502286
9885	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Madwar
9886	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Madwar Thanda
9887	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Nagapur Thanda
9888	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Namlimet
9889	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Narsapur
9890	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Paidipally
9891	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Palugu Thanda
9892	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Panchagaon
9893	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Peerla Thanda
9894	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Pipri
9895	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Pothanpally-M
9896	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Pothanpally-R
9897	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Rudrar	502286
9898	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Ryakal	502287
9899	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Sanjeevaraopet	502286
9900	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Satyagama
9901	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Seetharam Thanda
9902	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Sheri Thanda
9903	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Thurkapally
9904	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Thurkapally Thanda
9905	Medak	Telangana	Sangareddy	Narayankhed	Narayankhed	Venkatapur
9906	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Bachepalle
9907	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Balkamchelka Thanda
9908	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Damara Cheruvu
9909	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Edul Thanda
9910	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Jammbikunta
9911	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Kalvoni Kunta Thanda
9912	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Khanapur (B)
9913	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Kothapally
9914	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Manik Nayak Thanda
9915	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Megya Nayak Thanda
9916	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Modalla Kunta Thanda
9917	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Mungepalle
9918	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Nagdhar
9919	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Nagoni Kunta Thanda
9920	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Nizampet
9921	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Ram Chander Thanda
9922	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Ramreddypet
9923	Medak	Telangana	Sangareddy	Narayankhed	Nizampet	Rayala Madugu
9924	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Ameerabad
9925	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Athnoor
9926	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Basantpur
9927	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Chalki
9928	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Cheekurhti
9929	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Chengepally
9930	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Dappur
9931	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Ganeshpur
9932	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Gangwar
9933	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Gunjotti
9934	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Hadnoor
9935	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Humnapur
9936	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Hussainnagar
9937	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Husselli
9938	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Ibrahimpur
9939	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Kakijanwada
9940	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Kalbemal
9941	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Khaleelpur
9942	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Malgi
9943	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Mamidgi
9944	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Mariyampur
9945	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Metalkunta
9946	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Mirzapur-B
9947	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Mirzapur-N
9948	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Mungi
9949	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Murthujapur
9950	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Nyalkal
9951	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Nyamatabad
9952	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Raghavapur
9953	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Rajola
9954	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Ramtheerth
9955	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Ratnapur
9956	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Rejenthal
9957	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Rukmapur
9958	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Shamshellapur
9959	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Tekur
9960	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Thatpalli
9961	Medak	Telangana	Sangareddy	Zahirabad (SC)	Nyalkal	Waddi
9962	Medak	Telangana	Sangareddy	Patancheru	Patancheruvu	Bhanoor
9963	Medak	Telangana	Sangareddy	Patancheru	Patancheruvu	Kyasaram
9964	Medak	Telangana	Sangareddy	Patancheru	Patancheruvu	Nandigama
9965	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Baswapur
9966	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Gongloor
9967	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Gongloore Thanda
9968	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Hanma Nayak Thanda
9969	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Isojipet
9970	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Kodur
9971	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Lalsingh Nayak Thanda
9972	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Laxmisagar
9973	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Manthoor
9974	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Minpur
9975	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Minpur Thanda
9976	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Muddaipet
9977	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Mudimanikyam
9978	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Peddareddypet
9979	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Pocharam
9980	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Pulkal
9981	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Raipahad
9982	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	S. Itikyal
9983	Medak	Telangana	Sangareddy	Andole (SC)	Pulkal	Singoor
9984	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Allapur
9985	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Auranganagar
9986	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Dharmapur
9987	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Doultabad
9988	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Hasnabad
9989	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Huligera
9990	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Indoor
9991	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Itikepally
9992	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Jamgi-K
9993	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Karchal
9994	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Khanjamalpur
9995	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Kodur
9996	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Kusnoor
9997	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Mamidipally
9998	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Matoor*
9999	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Mohabatpur*
10000	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Mohammadapur
10001	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Moratga
10002	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Naganpally
10003	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Nagwar
10004	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Nallampally
10005	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Pampad
10006	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Peepalpally
10007	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Raikode
10008	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Raipally
10009	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Sangapur
10010	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Shamshoddinpur
10011	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Shapoor
10012	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Singitham
10013	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Siroor
10014	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Yenkepally
10015	Medak	Telangana	Sangareddy	Andole (SC)	Raikode	Yousufpur
10016	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Ankenpally
10017	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Aroor
10018	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Atmakur	502291
10019	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Babilgaon
10020	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Chandapur
10021	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Enkepally
10022	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Etigaddasangam
10023	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Gollagudem
10024	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Ishratabad
10025	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Kambalpally
10026	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Kolkur	502291
10027	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Konapur	502291
10028	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Machireddipally
10029	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Maddikunta	502291
10030	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Malapahad
10031	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Milgiripet
10032	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Mubarakpur
10033	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Mubharakpur -B
10034	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Nagsanpally
10035	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Nagulapally
10036	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Nandikandi	502306
10037	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Nizampur	502291
10038	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Peddapur
10039	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Pottipally
10040	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Rejinthal
10041	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Suraram	502291
10042	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Thangadpally
10043	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Veltoor	502291
10044	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Venkatapur	502291
10045	Medak	Telangana	Sangareddy	Sangareddy	Sadasivpet	Yellaram
10046	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Fasalwadi	502294
10047	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Goudicherla*
10048	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Gudi Thanda*
10049	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Hanuman Nagar*
10050	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Irigipally
10051	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Ismaillkhanpet
10052	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Kalabgoor
10053	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Kothlapur
10054	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Kulabgoor
10055	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Nagapur
10056	Medak	Telangana	Sangareddy	Sangareddy	Sangareddy	Tallapally
10057	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Anthergaon
10058	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Bokkasgaon
10059	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Chander Nayak Tanda
10060	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Chimalpahad
10061	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Chinna Mubarakpur
10062	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Gairan Thanda (S)
10063	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Gairan Thanda (W)
10064	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Garedegaon
10065	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Gosaipally
10066	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Goudgaon
10067	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Jemla Thanda
10068	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Kadpal
10069	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Khajapur
10070	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Kishan Nayak Tanda
10071	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Laxman Naik Thanda
10072	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Mubharakpur
10073	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Pathya Naik Thanda
10074	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Pochapur
10075	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Potpally
10076	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Rupla Thanda
10077	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Sangam
10078	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Sarpanch Thanda
10079	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Sirgapur
10080	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Sultanabad
10081	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Surthya Thanda
10082	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Ujalampahad
10083	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Wangdal
10084	Medak	Telangana	Sangareddy	Narayankhed	Sirgapoor	Wasar
10085	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Bhoothkur
10086	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Bijilipur
10087	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Darakhasthupally
10088	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Devnoor
10089	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Dudyala
10090	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Gorrekal
10091	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Gowthapur
10092	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Keroor
10093	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Khadirabad
10094	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Lakya Nayak Thanda
10095	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Manchiryala Thanda
10096	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Marvelly
10097	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Medikunda
10098	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Nagulapally
10099	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Nirjapla
10100	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Paladugu
10101	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Palvatla
10102	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Pothulaboguda
10103	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Saipet
10104	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Shahed Nagar (Ghatpally)
10105	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Usirikapally
10106	Medak	Telangana	Sangareddy	Andole (SC)	Watpalle	Vatpally
10107	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Algole
10108	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Anegunta
10109	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Arjun Naik Thanda
10110	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Buchinelly
10111	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Burdipad
10112	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Chiragpally
10113	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Didigi
10114	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Govindpur
10115	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Hothi (B)
10116	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Huggelly
10117	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Huggelly Thanda
10118	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Kashimpur
10119	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Kothur (B)
10120	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Lacha Naik Thanda
10121	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Madulai Thanda
10122	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Malchelma
10123	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Malchelma Thanda
10124	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Raipally (D)
10125	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Sathwar
10126	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Shekapur
10127	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Shekapur Thanda
10128	Medak	Telangana	Sangareddy	Zahirabad (SC)	Zahirabad	Thumkunta
10129	Medak	Telangana	Siddipet	Dubbak	Akberpet Bhoompally	Akberpet
10130	Medak	Telangana	Siddipet	Dubbak	Akberpet Bhoompally	Almaspur
10131	Medak	Telangana	Siddipet	Dubbak	Akberpet Bhoompally	Begumpet
